Job Result,Job Creation Time,Job Completion Time,Product Name,Component Being updated,Customer ID
SUCCESS,9/9/2019 23:59,9/10/2019 0:28,Product 1,"Component 1,Component 2,Component 3,Component 4",83264
SUCCESS,9/9/2019 23:59,9/10/2019 0:35,Product 1,"Component 1,Component 2,Component 3,Component 4",85943
SUCCESS,9/9/2019 23:59,9/10/2019 0:25,Product 2,"Component 1,Component 2,Component 3,Component 4",77983
FAILURE,9/9/2019 23:59,9/10/2019 0:42,Product 2,"Component 1,Component 2,Component 3,Component 4",21083
FAILURE,9/9/2019 23:59,9/10/2019 0:41,Product 2,"Component 1,Component 2,Component 3,Component 4",85074
SUCCESS,9/9/2019 19:00,9/9/2019 19:29,Product 2,"Component 1,Component 2,Component 3,Component 4",97064
SUCCESS,9/9/2019 19:00,9/9/2019 19:33,Product 2,"Component 1,Component 2,Component 3,Component 4",88748
SUCCESS,9/9/2019 19:00,9/9/2019 19:33,Product 2,"Component 1,Component 2,Component 3,Component 4",98091
SUCCESS,9/9/2019 19:00,9/9/2019 19:43,Product 2,"Component 1,Component 2,Component 3,Component 4",50154
SUCCESS,9/9/2019 19:00,9/9/2019 19:49,Product 2,"Component 1,Component 2,Component 3,Component 4",95821
SUCCESS,9/9/2019 18:59,9/9/2019 19:49,Product 1,"Component 1,Component 2,Component 3,Component 4",81355
SUCCESS,9/9/2019 18:59,9/9/2019 19:41,Product 1,"Component 1,Component 2,Component 3,Component 4",65501
SUCCESS,9/9/2019 16:29,9/9/2019 16:38,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
SUCCESS,9/9/2019 16:28,9/9/2019 16:40,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
SUCCESS,9/9/2019 16:28,9/9/2019 16:41,Product 2,"Component 1,Component 2,Component 3,Component 4",56907
SUCCESS,9/9/2019 16:28,9/9/2019 16:40,Product 2,"Component 1,Component 2,Component 3,Component 4",40007
SUCCESS,9/9/2019 16:27,9/9/2019 16:36,Product 2,"Component 1,Component 2,Component 3,Component 4",85990
SUCCESS,9/9/2019 15:31,9/9/2019 15:37,Product 2,"Component 1,Component 2,Component 3,Component 4",21006
SUCCESS,9/9/2019 15:01,9/9/2019 15:36,Product 2,"Component 1,Component 2,Component 3,Component 4",75619
SUCCESS,9/9/2019 15:00,9/9/2019 15:28,Product 2,"Component 1,Component 2,Component 3,Component 4",66717
FAILURE,9/9/2019 15:00,9/9/2019 15:29,Product 2,"Component 1,Component 2,Component 3,Component 4",21006
FAILURE,9/7/2019 3:21,9/7/2019 3:48,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
FAILURE,9/7/2019 3:21,9/7/2019 3:49,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
FAILURE,9/7/2019 3:21,9/7/2019 3:46,Product 2,"Component 1,Component 2,Component 3,Component 4",56907
FAILURE,9/7/2019 3:21,9/7/2019 3:48,Product 2,"Component 1,Component 2,Component 3,Component 4",40007
FAILURE,9/7/2019 3:21,9/7/2019 3:48,Product 2,"Component 1,Component 2,Component 3,Component 4",85990
SUCCESS,9/6/2019 1:03,9/6/2019 1:06,Product 2,"Component 1,Component 2,Component 3,Component 4",99811
CANCELLED,9/6/2019 0:56,9/6/2019 1:03,Product 2,"Component 1,Component 2,Component 3,Component 4",99811
SUCCESS,9/6/2019 0:56,9/6/2019 0:59,Product 2,"Component 1,Component 2,Component 3,Component 4",42233
SUCCESS,9/6/2019 0:52,9/6/2019 1:03,Product 1,"Component 1,Component 2,Component 3,Component 4",83264
CANCELLED,9/6/2019 0:46,9/6/2019 0:46,Product 2,"Component 1,Component 2,Component 3,Component 4",99811
SUCCESS,9/6/2019 0:41,9/6/2019 0:49,Product 1,"Component 1,Component 2,Component 3,Component 4",42233
SUCCESS,9/6/2019 0:08,9/6/2019 0:43,Product 2,"Component 1,Component 2,Component 3,Component 4",99694
SUCCESS,9/6/2019 0:08,9/6/2019 0:42,Product 2,"Component 1,Component 2,Component 3,Component 4",75841
FAILURE,9/6/2019 0:08,9/6/2019 0:52,Product 2,"Component 1,Component 2,Component 3,Component 4",42233
SUCCESS,9/6/2019 0:08,9/6/2019 0:46,Product 2,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/6/2019 0:07,9/6/2019 0:41,Product 1,"Component 1,Component 2,Component 3,Component 4",99900
SUCCESS,9/6/2019 0:07,9/6/2019 0:50,Product 1,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/6/2019 0:06,9/6/2019 0:42,Product 1,"Component 1,Component 2,Component 3,Component 4",24349
SUCCESS,9/6/2019 0:06,9/6/2019 0:41,Product 1,"Component 1,Component 2,Component 3,Component 4",85074
SUCCESS,9/6/2019 0:06,9/6/2019 0:40,Product 1,"Component 1,Component 2,Component 3,Component 4",75841
SUCCESS,9/6/2019 0:06,9/6/2019 0:42,Product 1,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/6/2019 0:06,9/6/2019 0:41,Product 1,"Component 1,Component 2,Component 3,Component 4",24349
SUCCESS,9/6/2019 0:05,9/6/2019 0:42,Product 2,"Component 1,Component 2,Component 3,Component 4",39170
SUCCESS,9/6/2019 0:05,9/6/2019 0:40,Product 2,"Component 1,Component 2,Component 3,Component 4",99549
SUCCESS,9/6/2019 0:05,9/6/2019 0:42,Product 2,"Component 1,Component 2,Component 3,Component 4",99549
SUCCESS,9/6/2019 0:05,9/6/2019 0:42,Product 2,"Component 1,Component 2,Component 3,Component 4",99900
SUCCESS,9/6/2019 0:05,9/6/2019 0:31,Product 2,"Component 1,Component 2,Component 3,Component 4",85943
FAILURE,9/6/2019 0:04,9/6/2019 0:38,Product 1,"Component 1,Component 2,Component 3,Component 4",42233
SUCCESS,9/6/2019 0:04,9/6/2019 0:44,Product 1,"Component 1,Component 2,Component 3,Component 4",73613
FAILURE,9/6/2019 0:04,9/6/2019 0:48,Product 1,"Component 1,Component 2,Component 3,Component 4",83264
SUCCESS,9/6/2019 0:04,9/6/2019 0:45,Product 1,"Component 1,Component 2,Component 3,Component 4",99549
SUCCESS,9/6/2019 0:04,9/6/2019 0:44,Product 1,"Component 1,Component 2,Component 3,Component 4",74737
SUCCESS,9/6/2019 0:02,9/6/2019 0:28,Product 2,"Component 1,Component 2,Component 3,Component 4",42233
FAILURE,9/6/2019 0:02,9/6/2019 0:15,Product 2,"Component 1,Component 2,Component 3,Component 4",99811
SUCCESS,9/6/2019 0:02,9/6/2019 0:31,Product 2,"Component 1,Component 2,Component 3,Component 4",73613
SUCCESS,9/6/2019 0:02,9/6/2019 0:30,Product 2,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/6/2019 0:01,9/6/2019 0:37,Product 1,"Component 1,Component 2,Component 3,Component 4",37622
SUCCESS,9/6/2019 0:01,9/6/2019 0:34,Product 1,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/6/2019 0:01,9/6/2019 0:34,Product 1,"Component 1,Component 2,Component 3,Component 4",19441
SUCCESS,9/6/2019 0:01,9/6/2019 0:34,Product 1,"Component 1,Component 2,Component 3,Component 4",77983
SUCCESS,9/5/2019 20:12,9/5/2019 20:19,Product 2,"Component 1,Component 2,Component 3,Component 4",98899
SUCCESS,9/5/2019 19:52,9/5/2019 20:03,Product 1,"Component 1,Component 2,Component 3,Component 4",92697
CANCELLED,9/5/2019 19:12,9/5/2019 19:27,Product 1,"Component 1,Component 2,Component 3,Component 4",92697
CANCELLED,9/5/2019 19:06,9/5/2019 19:12,Product 1,"Component 1,Component 2,Component 3,Component 4",92697
SUCCESS,9/5/2019 19:04,9/5/2019 19:33,Product 1,"Component 1,Component 2,Component 3,Component 4",98091
FAILURE,9/5/2019 19:01,9/5/2019 19:45,Product 2,"Component 1,Component 2,Component 3,Component 4",98899
SUCCESS,9/5/2019 19:01,9/5/2019 19:54,Product 2,"Component 1,Component 2,Component 3,Component 4",98899
SUCCESS,9/4/2019 22:26,9/4/2019 23:03,Product 2,"Component 1,Component 2,Component 3,Component 4",28199
SUCCESS,9/4/2019 22:26,9/4/2019 23:05,Product 2,"Component 1,Component 2,Component 3,Component 4",99995
SUCCESS,9/4/2019 22:26,9/4/2019 23:07,Product 2,"Component 1,Component 2,Component 3,Component 4",89764
SUCCESS,9/4/2019 22:26,9/4/2019 23:10,Product 2,"Component 1,Component 2,Component 3,Component 4",30177
SUCCESS,9/4/2019 22:26,9/4/2019 23:05,Product 2,"Component 1,Component 2,Component 3,Component 4",97462
SUCCESS,9/4/2019 22:17,9/4/2019 22:25,Product 2,"Component 1,Component 2,Component 3,Component 4",34181
SUCCESS,9/4/2019 22:16,9/4/2019 22:25,Product 2,"Component 1,Component 2,Component 3,Component 4",99958
SUCCESS,9/4/2019 22:16,9/4/2019 22:25,Product 2,"Component 1,Component 2,Component 3,Component 4",59928
SUCCESS,9/4/2019 21:56,9/4/2019 22:07,Product 2,"Component 1,Component 2,Component 3,Component 4",61938
SUCCESS,9/4/2019 21:41,9/4/2019 21:54,Product 2,"Component 1,Component 2,Component 3,Component 4",88170
FAILURE,9/4/2019 21:33,9/4/2019 21:37,Product 2,"Component 1,Component 2,Component 3,Component 4",88170
FAILURE,9/4/2019 20:57,9/4/2019 21:03,Product 2,"Component 1,Component 2,Component 3,Component 4",61938
FAILURE,9/4/2019 20:56,9/4/2019 21:00,Product 2,"Component 1,Component 2,Component 3,Component 4",59928
FAILURE,9/4/2019 20:56,9/4/2019 21:04,Product 2,"Component 1,Component 2,Component 3,Component 4",99958
FAILURE,9/4/2019 20:56,9/4/2019 21:04,Product 2,"Component 1,Component 2,Component 3,Component 4",34181
FAILURE,9/4/2019 20:56,9/4/2019 21:03,Product 2,"Component 1,Component 2,Component 3,Component 4",88170
CANCELLED,9/4/2019 20:55,9/4/2019 20:58,Product 2,"Component 1,Component 2,Component 3,Component 4",88170
CANCELLED,9/4/2019 20:55,9/4/2019 20:57,Product 2,"Component 1,Component 2,Component 3,Component 4",59928
CANCELLED,9/4/2019 20:55,9/4/2019 20:57,Product 2,"Component 1,Component 2,Component 3,Component 4",34181
CANCELLED,9/4/2019 20:55,9/4/2019 20:57,Product 2,"Component 1,Component 2,Component 3,Component 4",61938
CANCELLED,9/4/2019 20:55,9/4/2019 20:58,Product 2,"Component 1,Component 2,Component 3,Component 4",99958
SUCCESS,9/3/2019 18:02,9/3/2019 18:30,Product 2,"Component 1,Component 2,Component 3,Component 4",87537
SUCCESS,8/30/2019 23:01,8/30/2019 23:28,Product 2,"Component 1,Component 2,Component 3,Component 4",98091
SUCCESS,8/30/2019 21:56,8/30/2019 22:02,Product 1,"Component 1,Component 2,Component 3,Component 4",88684
FAILURE,8/30/2019 18:29,8/30/2019 18:33,Product 1,"Component 1,Component 2,Component 3,Component 4",88684
CANCELLED,8/30/2019 18:28,8/30/2019 18:30,Product 1,"Component 1,Component 2,Component 3,Component 4",88684
FAILURE,8/30/2019 17:08,8/30/2019 17:33,Product 1,"Component 1,Component 2,Component 3,Component 4",88684
SUCCESS,8/29/2019 7:54,8/29/2019 7:59,Product 2,"Component 1,Component 2,Component 3,Component 4",86537
FAILURE,8/29/2019 7:36,8/29/2019 7:54,Product 2,"Component 1,Component 2,Component 3,Component 4",86537
FAILURE,8/29/2019 7:02,8/29/2019 7:22,Product 2,"Component 1,Component 2,Component 3,Component 4",86537
SUCCESS,8/26/2019 19:25,8/26/2019 19:35,Product 2,"Component 1,Component 2,Component 3,Component 4",38946
SUCCESS,8/26/2019 18:27,8/26/2019 18:34,Product 1,"Component 1,Component 2,Component 3,Component 4",21006
FAILURE,8/26/2019 17:57,8/26/2019 18:17,Product 2,"Component 1,Component 2,Component 3,Component 4",98091
FAILURE,8/26/2019 15:40,8/26/2019 15:43,Product 2,"Component 1,Component 2,Component 3,Component 4",38946
FAILURE,8/26/2019 15:14,8/26/2019 15:33,Product 1,"Component 1,Component 2,Component 3,Component 4",21006
FAILURE,8/26/2019 15:02,8/26/2019 15:26,Product 2,"Component 1,Component 2,Component 3,Component 4",38946
FAILURE,8/26/2019 15:01,8/26/2019 15:11,Product 1,"Component 1,Component 2,Component 3,Component 4",21006
FAILURE,8/26/2019 14:03,8/26/2019 14:17,Product 2,"Component 1,Component 2,Component 3,Component 4",87537
SUCCESS,8/21/2019 20:57,8/21/2019 21:37,Product 2,"Component 1,Component 2,Component 3,Component 4",86537
SUCCESS,8/2/2019 3:18,8/2/2019 3:23,Product 4 ,"Component 2,Component 3,Component 4",43017
SUCCESS,8/2/2019 3:18,8/2/2019 3:24,Product 4 ,"Component 2,Component 3,Component 4",79308
FAILURE,8/2/2019 2:53,8/2/2019 3:11,Product 4 ,"Component 2,Component 3,Component 4",79308
FAILURE,8/2/2019 2:53,8/2/2019 3:10,Product 4 ,"Component 2,Component 3,Component 4",43017
SUCCESS,8/2/2019 2:07,8/2/2019 2:30,Product 2,"Component 2,Component 3,Component 4",86788
SUCCESS,8/2/2019 2:04,8/2/2019 2:33,Product 1,"Component 2,Component 3,Component 4",83264
SUCCESS,8/2/2019 2:03,8/2/2019 2:31,Product 2,"Component 2,Component 3,Component 4",99900
SUCCESS,8/2/2019 2:03,8/2/2019 2:33,Product 2,"Component 2,Component 3,Component 4",39170
SUCCESS,8/2/2019 2:03,8/2/2019 2:30,Product 2,"Component 2,Component 3,Component 4",85943
SUCCESS,8/2/2019 2:03,8/2/2019 2:27,Product 2,"Component 2,Component 3,Component 4",83264
SUCCESS,8/2/2019 2:03,8/2/2019 2:28,Product 2,"Component 2,Component 3,Component 4",99549
FAILURE,8/2/2019 2:03,8/2/2019 2:35,Product 2,"Component 2,Component 3,Component 4",86788
SUCCESS,8/2/2019 2:03,8/2/2019 2:21,Product 2,"Component 2,Component 3,Component 4",74737
FAILURE,8/2/2019 2:03,8/2/2019 2:40,Product 2,"Component 2,Component 3,Component 4",84180
SUCCESS,8/2/2019 2:03,8/2/2019 2:33,Product 2,"Component 2,Component 3,Component 4",19441
SUCCESS,8/2/2019 2:03,8/2/2019 2:29,Product 2,"Component 2,Component 3,Component 4",39170
SUCCESS,8/2/2019 2:02,8/2/2019 2:22,Product 2,"Component 2,Component 3,Component 4",99549
SUCCESS,8/2/2019 2:02,8/2/2019 2:30,Product 2,"Component 2,Component 3,Component 4",19441
SUCCESS,8/2/2019 2:02,8/2/2019 2:32,Product 2,"Component 2,Component 3,Component 4",36063
SUCCESS,8/2/2019 2:02,8/2/2019 2:26,Product 2,"Component 2,Component 3,Component 4",76923
SUCCESS,8/2/2019 2:01,8/2/2019 2:34,Product 1,"Component 2,Component 3,Component 4",85943
SUCCESS,8/2/2019 2:01,8/2/2019 2:40,Product 1,"Component 2,Component 3,Component 4",75841
SUCCESS,8/2/2019 2:01,8/2/2019 2:28,Product 1,"Component 2,Component 3,Component 4",83264
SUCCESS,8/2/2019 2:01,8/2/2019 2:40,Product 1,"Component 2,Component 3,Component 4",73613
FAILURE,8/2/2019 2:01,8/2/2019 2:39,Product 1,"Component 2,Component 3,Component 4",77983
SUCCESS,8/2/2019 2:01,8/2/2019 2:27,Product 1,"Component 2,Component 3,Component 4",75841
SUCCESS,8/2/2019 2:01,8/2/2019 2:33,Product 1,"Component 2,Component 3,Component 4",74737
SUCCESS,8/2/2019 2:01,8/2/2019 2:28,Product 1,"Component 2,Component 3,Component 4",42233
SUCCESS,8/2/2019 2:01,8/2/2019 2:24,Product 1,"Component 2,Component 3,Component 4",37622
SUCCESS,8/2/2019 2:01,8/2/2019 2:34,Product 1,"Component 2,Component 3,Component 4",99549
SUCCESS,8/2/2019 2:01,8/2/2019 2:25,Product 1,"Component 2,Component 3,Component 4",42233
FAILURE,8/2/2019 2:01,8/2/2019 2:43,Product 1,"Component 2,Component 3,Component 4",24349
SUCCESS,8/2/2019 2:00,8/2/2019 2:33,Product 1,"Component 2,Component 3,Component 4",34494
SUCCESS,8/2/2019 2:00,8/2/2019 2:23,Product 1,"Component 2,Component 3,Component 4",73613
SUCCESS,8/2/2019 2:00,8/2/2019 2:41,Product 1,"Component 2,Component 3,Component 4",22719
SUCCESS,8/2/2019 2:00,8/2/2019 2:23,Product 1,"Component 2,Component 3,Component 4",60422
SUCCESS,8/2/2019 2:00,8/2/2019 2:26,Product 1,"Component 2,Component 3,Component 4",19441
SUCCESS,8/2/2019 2:00,8/2/2019 2:38,Product 1,"Component 2,Component 3,Component 4",19441
SUCCESS,8/2/2019 2:00,8/2/2019 2:33,Product 1,"Component 2,Component 3,Component 4",60422
SUCCESS,8/2/2019 1:33,8/2/2019 1:40,Product 2,"Component 2,Component 3,Component 4",76923
FAILURE,8/2/2019 1:27,8/2/2019 1:29,Product 2,"Component 2,Component 3,Component 4",76923
SUCCESS,8/2/2019 1:21,8/2/2019 2:34,Product 2,"Component 2,Component 3,Component 4",99811
FAILURE,8/2/2019 1:19,8/2/2019 1:41,Product 2,"Component 2,Component 3,Component 4",42233
SUCCESS,8/2/2019 1:04,8/2/2019 1:30,Product 2,"Component 2,Component 3,Component 4",99694
SUCCESS,8/2/2019 1:03,8/2/2019 1:19,Product 1,"Component 2,Component 3,Component 4",25971
FAILURE,8/2/2019 1:02,8/2/2019 1:55,Product 1,"Component 2,Component 3,Component 4",25971
SUCCESS,8/2/2019 1:02,8/2/2019 1:31,Product 1,"Component 2,Component 3,Component 4",21083
SUCCESS,8/2/2019 1:02,8/2/2019 1:30,Product 1,"Component 2,Component 3,Component 4",34494
SUCCESS,8/2/2019 1:02,8/2/2019 1:11,Product 1,"Component 2,Component 3,Component 4",99694
FAILURE,8/2/2019 1:02,8/2/2019 1:05,Product 1,"Component 2,Component 3,Component 4",24349
SUCCESS,8/2/2019 1:02,8/2/2019 1:31,Product 1,"Component 2,Component 3,Component 4",85074
SUCCESS,8/2/2019 1:02,8/2/2019 1:29,Product 1,"Component 2,Component 3,Component 4",85074
SUCCESS,8/2/2019 1:02,8/2/2019 2:33,Product 1,"Component 2,Component 3,Component 4",22719
SUCCESS,8/2/2019 1:02,8/2/2019 1:27,Product 1,"Component 2,Component 3,Component 4",21083
SUCCESS,8/2/2019 1:02,8/2/2019 1:30,Product 1,"Component 2,Component 3,Component 4",99549
SUCCESS,8/2/2019 1:02,8/2/2019 1:26,Product 1,"Component 2,Component 3,Component 4",22719
SUCCESS,8/2/2019 1:02,8/2/2019 1:29,Product 1,"Component 2,Component 3,Component 4",24349
SUCCESS,8/2/2019 1:02,8/2/2019 1:30,Product 1,"Component 2,Component 3,Component 4",84180
SUCCESS,8/2/2019 1:01,8/2/2019 1:27,Product 1,"Component 2,Component 3,Component 4",24349
SUCCESS,8/2/2019 1:01,8/2/2019 1:29,Product 1,"Component 2,Component 3,Component 4",75841
FAILURE,8/2/2019 1:01,8/2/2019 1:05,Product 1,"Component 2,Component 3,Component 4",99694
SUCCESS,8/2/2019 1:00,8/2/2019 1:18,Product 2,"Component 2,Component 3,Component 4",76923
SUCCESS,8/2/2019 1:00,8/2/2019 1:13,Product 2,"Component 2,Component 3,Component 4",39170
SUCCESS,8/2/2019 1:00,8/2/2019 1:21,Product 2,"Component 2,Component 3,Component 4",21083
SUCCESS,8/2/2019 1:00,8/2/2019 1:28,Product 2,"Component 2,Component 3,Component 4",99694
SUCCESS,8/2/2019 1:00,8/2/2019 1:16,Product 2,"Component 2,Component 3,Component 4",22719
SUCCESS,8/2/2019 1:00,8/2/2019 1:24,Product 2,"Component 2,Component 3,Component 4",22719
SUCCESS,8/2/2019 1:00,8/2/2019 1:30,Product 2,"Component 2,Component 3,Component 4",77983
FAILURE,8/2/2019 1:00,8/2/2019 1:12,Product 2,"Component 2,Component 3,Component 4",99811
FAILURE,8/2/2019 1:00,8/2/2019 1:03,Product 2,"Component 2,Component 3,Component 4",83264
SUCCESS,8/2/2019 1:00,8/2/2019 1:08,Product 2,"Component 2,Component 3,Component 4",75841
SUCCESS,8/2/2019 1:00,8/2/2019 1:24,Product 2,"Component 2,Component 3,Component 4",99376
SUCCESS,8/2/2019 1:00,8/2/2019 1:18,Product 2,"Component 2,Component 3,Component 4",37622
SUCCESS,8/2/2019 1:00,8/2/2019 1:23,Product 2,"Component 2,Component 3,Component 4",37622
SUCCESS,8/2/2019 0:59,8/2/2019 1:27,Product 2,"Component 2,Component 3,Component 4",75841
SUCCESS,8/2/2019 0:59,8/2/2019 1:19,Product 2,"Component 2,Component 3,Component 4",25971
SUCCESS,8/2/2019 0:59,8/2/2019 1:29,Product 2,"Component 2,Component 3,Component 4",21083
FAILURE,8/2/2019 0:59,8/2/2019 1:15,Product 2,"Component 2,Component 3,Component 4",42233
FAILURE,8/2/2019 0:59,8/2/2019 1:22,Product 2,"Component 2,Component 3,Component 4",76923
SUCCESS,8/2/2019 0:59,8/2/2019 1:23,Product 2,"Component 2,Component 3,Component 4",22719
SUCCESS,8/2/2019 0:03,8/2/2019 0:14,Product 2,"Component 2,Component 3,Component 4",77983
SUCCESS,8/2/2019 0:03,8/2/2019 0:15,Product 2,"Component 2,Component 3,Component 4",39170
SUCCESS,8/2/2019 0:03,8/2/2019 0:15,Product 2,"Component 2,Component 3,Component 4",42233
SUCCESS,8/2/2019 0:02,8/2/2019 0:15,Product 2,"Component 2,Component 3,Component 4",24349
SUCCESS,8/2/2019 0:02,8/2/2019 0:17,Product 2,"Component 2,Component 3,Component 4",85074
SUCCESS,8/2/2019 0:02,8/2/2019 0:17,Product 2,"Component 2,Component 3,Component 4",99811
SUCCESS,8/2/2019 0:02,8/2/2019 0:17,Product 2,"Component 2,Component 3,Component 4",77983
SUCCESS,8/2/2019 0:02,8/2/2019 0:14,Product 2,"Component 2,Component 3,Component 4",21083
FAILURE,8/2/2019 0:02,8/2/2019 0:30,Product 2,"Component 2,Component 3,Component 4",99376
SUCCESS,8/2/2019 0:02,8/2/2019 0:12,Product 2,"Component 2,Component 3,Component 4",99811
SUCCESS,8/2/2019 0:02,8/2/2019 0:18,Product 2,"Component 2,Component 3,Component 4",21083
SUCCESS,8/2/2019 0:02,8/2/2019 0:18,Product 1,"Component 2,Component 3,Component 4",37622
SUCCESS,8/2/2019 0:01,8/2/2019 0:13,Product 1,"Component 2,Component 3,Component 4",77983
SUCCESS,8/2/2019 0:01,8/2/2019 0:16,Product 1,"Component 2,Component 3,Component 4",99549
SUCCESS,8/2/2019 0:01,8/2/2019 0:16,Product 1,"Component 2,Component 3,Component 4",19441
SUCCESS,8/2/2019 0:01,8/2/2019 0:18,Product 1,"Component 2,Component 3,Component 4",99900
SUCCESS,8/2/2019 0:01,8/2/2019 0:12,Product 1,"Component 2,Component 3,Component 4",24349
SUCCESS,8/2/2019 0:01,8/2/2019 0:20,Product 1,"Component 2,Component 3,Component 4",21083
SUCCESS,8/2/2019 0:01,8/2/2019 0:12,Product 1,"Component 2,Component 3,Component 4",77983
SUCCESS,8/2/2019 0:01,8/2/2019 0:16,Product 1,"Component 2,Component 3,Component 4",99549
SUCCESS,8/2/2019 0:01,8/2/2019 0:19,Product 1,"Component 2,Component 3,Component 4",85943
SUCCESS,8/2/2019 0:01,8/2/2019 0:12,Product 1,"Component 2,Component 3,Component 4",42233
SUCCESS,8/2/2019 0:01,8/2/2019 0:15,Product 1,"Component 2,Component 3,Component 4",25971
SUCCESS,8/2/2019 0:01,8/2/2019 0:07,Product 1,"Component 2,Component 3,Component 4",21083
SUCCESS,8/2/2019 0:00,8/2/2019 0:10,Product 4 ,"Component 2,Component 3,Component 4",40168
SUCCESS,8/2/2019 0:00,8/2/2019 0:15,Product 4 ,"Component 2,Component 3,Component 4",47738
SUCCESS,8/2/2019 0:00,8/2/2019 0:12,Product 4 ,"Component 2,Component 3,Component 4",45823
SUCCESS,8/2/2019 0:00,8/2/2019 0:08,Product 4 ,"Component 2,Component 3,Component 4",42143
SUCCESS,8/1/2019 23:58,8/2/2019 0:03,Product 1,"Component 2,Component 3,Component 4",88684
SUCCESS,8/1/2019 23:54,8/1/2019 23:59,Product 1,"Component 2,Component 3,Component 4",88684
SUCCESS,8/1/2019 20:28,8/1/2019 20:32,Product 2,"Component 2,Component 3,Component 4",92886
SUCCESS,8/1/2019 20:27,8/1/2019 20:32,Product 2,"Component 2,Component 3,Component 4",77806
SUCCESS,8/1/2019 20:27,8/1/2019 20:33,Product 2,"Component 2,Component 3,Component 4",4089
SUCCESS,8/1/2019 20:27,8/1/2019 20:31,Product 2,"Component 2,Component 3,Component 4",52402
SUCCESS,8/1/2019 20:26,8/1/2019 20:31,Product 2,"Component 2,Component 3,Component 4",21278
SUCCESS,8/1/2019 20:26,8/1/2019 20:31,Product 2,"Component 2,Component 3,Component 4",72214
SUCCESS,8/1/2019 20:25,8/1/2019 20:31,Product 2,"Component 2,Component 3,Component 4",77806
FAILURE,8/1/2019 19:51,8/1/2019 20:09,Product 2,"Component 2,Component 3,Component 4",77806
FAILURE,8/1/2019 19:35,8/1/2019 19:54,Product 2,"Component 2,Component 3,Component 4",72214
FAILURE,8/1/2019 19:34,8/1/2019 19:54,Product 2,"Component 2,Component 3,Component 4",21278
FAILURE,8/1/2019 19:34,8/1/2019 19:35,Product 2,"Component 2,Component 3,Component 4",#VALUE!
FAILURE,8/1/2019 19:34,8/1/2019 19:53,Product 2,"Component 2,Component 3,Component 4",52402
FAILURE,8/1/2019 19:34,8/1/2019 19:54,Product 2,"Component 2,Component 3,Component 4",4089
FAILURE,8/1/2019 19:34,8/1/2019 19:54,Product 2,"Component 2,Component 3,Component 4",92886
FAILURE,8/1/2019 19:34,8/1/2019 19:53,Product 2,"Component 2,Component 3,Component 4",77806
CANCELLED,8/1/2019 19:34,8/1/2019 19:51,Product 2,"Component 2,Component 3,Component 4",77806
SUCCESS,8/1/2019 19:04,8/1/2019 19:12,Product 2,"Component 2,Component 3,Component 4",90824
SUCCESS,8/1/2019 19:03,8/1/2019 19:11,Product 2,"Component 2,Component 3,Component 4",92370
SUCCESS,8/1/2019 19:03,8/1/2019 19:11,Product 1,"Component 2,Component 3,Component 4",65501
SUCCESS,8/1/2019 19:02,8/1/2019 19:10,Product 1,"Component 2,Component 3,Component 4",81355
SUCCESS,8/1/2019 19:02,8/1/2019 19:11,Product 1,"Component 2,Component 3,Component 4",97064
SUCCESS,8/1/2019 19:02,8/1/2019 19:11,Product 1,"Component 2,Component 3,Component 4",81355
SUCCESS,8/1/2019 19:02,8/1/2019 19:12,Product 1,"Component 2,Component 3,Component 4",75510
SUCCESS,8/1/2019 19:02,8/1/2019 19:12,Product 1,"Component 2,Component 3,Component 4",98091
SUCCESS,8/1/2019 19:01,8/1/2019 19:10,Product 2,"Component 2,Component 3,Component 4",68994
SUCCESS,8/1/2019 19:01,8/1/2019 19:11,Product 2,"Component 2,Component 3,Component 4",98091
SUCCESS,8/1/2019 19:00,8/1/2019 19:08,Product 2,"Component 2,Component 3,Component 4",98899
SUCCESS,8/1/2019 19:00,8/1/2019 19:09,Product 2,"Component 2,Component 3,Component 4",97064
SUCCESS,8/1/2019 19:00,8/1/2019 19:10,Product 2,"Component 2,Component 3,Component 4",78520
SUCCESS,8/1/2019 19:00,8/1/2019 19:09,Product 2,"Component 2,Component 3,Component 4",50154
SUCCESS,8/1/2019 19:00,8/1/2019 19:07,Product 2,"Component 2,Component 3,Component 4",98091
SUCCESS,8/1/2019 19:00,8/1/2019 19:09,Product 2,"Component 2,Component 3,Component 4",98899
SUCCESS,8/1/2019 19:00,8/1/2019 19:08,Product 2,"Component 2,Component 3,Component 4",92697
SUCCESS,8/1/2019 19:00,8/1/2019 19:09,Product 2,"Component 2,Component 3,Component 4",78520
SUCCESS,8/1/2019 19:00,8/1/2019 19:08,Product 2,"Component 2,Component 3,Component 4",95821
SUCCESS,8/1/2019 19:00,8/1/2019 19:07,Product 2,"Component 2,Component 3,Component 4",88748
